type,TS,row,col
sfp_1,4,T,30
AcpS_1,4,A,5
AcpS_1,4,A,6
AcpS_1,4,A,27
AcpS_1,4,A,28
AcpS_1,4,A,29
AcpS_1,4,B,1
AcpS_1,4,B,2
AcpS_1,4,B,4
AcpS_1,4,B,5
AcpS_1,4,B,6
AcpS_1,4,B,16
AcpS_1,4,B,18
AcpS_1,4,B,24
AcpS_1,4,B,25
AcpS_1,4,B,26
AcpS_1,4,B,27
AcpS_1,4,B,29
AcpS_1,4,C,1
AcpS_1,4,C,2
AcpS_1,4,C,3
AcpS_1,4,C,4
AcpS_1,4,C,5
AcpS_1,4,C,6
AcpS_1,4,C,7
AcpS_1,4,C,8
AcpS_1,4,C,9
AcpS_1,4,C,10
AcpS_1,4,C,11
AcpS_1,4,C,19
AcpS_1,4,C,24
AcpS_1,4,C,25
AcpS_1,4,C,27
AcpS_1,4,C,28
AcpS_1,4,C,29
AcpS_1,4,C,30
AcpS_1,4,D,1
AcpS_1,4,D,2
AcpS_1,4,D,4
AcpS_1,4,D,5
AcpS_1,4,D,13
AcpS_1,4,D,23
AcpS_1,4,D,24
AcpS_1,4,D,25
AcpS_1,4,D,26
AcpS_1,4,D,27
AcpS_1,4,D,28
AcpS_1,4,D,29
AcpS_1,4,D,30
AcpS_1,4,E,1
AcpS_1,4,E,2
AcpS_1,4,E,3
AcpS_1,4,E,17
AcpS_1,4,E,18
AcpS_1,4,E,27
AcpS_1,4,E,28
AcpS_1,4,E,29
AcpS_1,4,E,30
AcpS_1,4,F,1
AcpS_1,4,F,2
AcpS_1,4,F,27
AcpS_1,4,F,28
AcpS_1,4,F,30
AcpS_1,4,G,21
AcpS_1,4,G,24
AcpS_1,4,G,25
AcpS_1,4,G,26
AcpS_1,4,G,28
AcpS_1,4,H,1
AcpS_1,4,H,14
AcpS_1,4,H,15
AcpS_1,4,H,16
AcpS_1,4,H,24
AcpS_1,4,H,26
AcpS_1,4,H,27
AcpS_1,4,H,28
AcpS_1,4,H,29
AcpS_1,4,I,1
AcpS_1,4,I,2
AcpS_1,4,I,7
AcpS_1,4,I,15
AcpS_1,4,I,26
AcpS_1,4,I,28
AcpS_1,4,J,10
AcpS_1,4,J,12
AcpS_1,4,J,29
AcpS_1,4,J,30
AcpS_1,4,K,7
AcpS_1,4,K,9
AcpS_1,4,K,11
AcpS_1,4,K,15
AcpS_1,4,K,29
AcpS_1,4,L,27
AcpS_1,4,L,28
AcpS_1,4,L,29
AcpS_1,4,M,22
AcpS_1,4,M,25
AcpS_1,4,M,26
AcpS_1,4,M,29
AcpS_1,4,M,30
AcpS_1,4,N,3
AcpS_1,4,N,4
AcpS_1,4,N,23
AcpS_1,4,N,24
AcpS_1,4,N,28
AcpS_1,4,N,30
AcpS_1,4,O,2
AcpS_1,4,O,8
AcpS_1,4,O,17
AcpS_1,4,O,28
AcpS_1,4,O,30
AcpS_1,4,P,1
AcpS_1,4,P,2
AcpS_1,4,P,3
AcpS_1,4,P,4
AcpS_1,4,P,5
AcpS_1,4,P,8
AcpS_1,4,P,9
AcpS_1,4,P,10
AcpS_1,4,P,25
AcpS_1,4,P,26
AcpS_1,4,P,27
AcpS_1,4,P,28
AcpS_1,4,P,29
AcpS_1,4,P,30
AcpS_1,4,Q,1
AcpS_1,4,Q,3
AcpS_1,4,Q,5
AcpS_1,4,Q,6
AcpS_1,4,Q,7
AcpS_1,4,Q,26
AcpS_1,4,Q,29
AcpS_1,4,Q,30
AcpS_1,4,R,1
AcpS_1,4,R,2
AcpS_1,4,R,25
AcpS_1,4,R,29
AcpS_1,4,R,30
AcpS_1,4,S,3
AcpS_1,4,S,5
AcpS_1,4,S,22
AcpS_1,4,S,23
AcpS_1,4,S,24
AcpS_1,4,S,27
AcpS_1,4,T,2
AcpS_1,4,T,7
AcpS_1,4,T,12
AcpS_1,4,T,13
AcpS_1,4,T,22
AcpS_1,4,T,23
AcpS_1,4,T,24
AcpS_1,4,T,30
sfp_2,4,A,5
sfp_2,4,A,20
sfp_2,4,A,29
sfp_2,4,B,1
sfp_2,4,B,2
sfp_2,4,B,4
sfp_2,4,B,9
sfp_2,4,B,10
sfp_2,4,B,12
sfp_2,4,B,13
sfp_2,4,B,17
sfp_2,4,B,21
sfp_2,4,B,25
sfp_2,4,B,28
sfp_2,4,B,29
sfp_2,4,B,30
sfp_2,4,C,1
sfp_2,4,C,3
sfp_2,4,C,4
sfp_2,4,C,5
sfp_2,4,C,7
sfp_2,4,C,8
sfp_2,4,C,9
sfp_2,4,C,10
sfp_2,4,C,14
sfp_2,4,C,15
sfp_2,4,C,19
sfp_2,4,C,23
sfp_2,4,C,24
sfp_2,4,C,25
sfp_2,4,C,28
sfp_2,4,C,29
sfp_2,4,C,30
sfp_2,4,D,1
sfp_2,4,D,4
sfp_2,4,D,19
sfp_2,4,D,23
sfp_2,4,D,24
sfp_2,4,D,25
sfp_2,4,D,26
sfp_2,4,D,27
sfp_2,4,D,28
sfp_2,4,D,29
sfp_2,4,D,30
sfp_2,4,E,2
sfp_2,4,E,17
sfp_2,4,E,23
sfp_2,4,E,24
sfp_2,4,E,27
sfp_2,4,E,29
sfp_2,4,F,2
sfp_2,4,F,15
sfp_2,4,F,17
sfp_2,4,F,18
sfp_2,4,F,25
sfp_2,4,F,26
sfp_2,4,F,27
sfp_2,4,G,6
sfp_2,4,G,8
sfp_2,4,G,10
sfp_2,4,G,14
sfp_2,4,G,15
sfp_2,4,G,26
sfp_2,4,G,28
sfp_2,4,H,10
sfp_2,4,H,11
sfp_2,4,H,15
sfp_2,4,H,16
sfp_2,4,H,26
sfp_2,4,I,5
sfp_2,4,I,9
sfp_2,4,I,26
sfp_2,4,J,1
sfp_2,4,J,2
sfp_2,4,J,6
sfp_2,4,J,7
sfp_2,4,J,12
sfp_2,4,J,15
sfp_2,4,J,25
sfp_2,4,K,1
sfp_2,4,K,2
sfp_2,4,K,8
sfp_2,4,K,9
sfp_2,4,K,11
sfp_2,4,K,15
sfp_2,4,K,24
sfp_2,4,K,27
sfp_2,4,K,30
sfp_2,4,L,3
sfp_2,4,L,4
sfp_2,4,L,17
sfp_2,4,L,19
sfp_2,4,L,20
sfp_2,4,L,24
sfp_2,4,L,28
sfp_2,4,L,29
sfp_2,4,M,5
sfp_2,4,M,7
sfp_2,4,M,11
sfp_2,4,M,12
sfp_2,4,M,16
sfp_2,4,M,24
sfp_2,4,N,3
sfp_2,4,N,14
sfp_2,4,N,17
sfp_2,4,N,19
sfp_2,4,N,20
sfp_2,4,N,23
sfp_2,4,N,24
sfp_2,4,N,30
sfp_2,4,O,1
sfp_2,4,O,8
sfp_2,4,O,11
sfp_2,4,O,12
sfp_2,4,O,14
sfp_2,4,O,17
sfp_2,4,O,19
sfp_2,4,O,20
sfp_2,4,O,22
sfp_2,4,O,28
sfp_2,4,O,30
sfp_2,4,P,1
sfp_2,4,P,3
sfp_2,4,P,8
sfp_2,4,P,9
sfp_2,4,P,12
sfp_2,4,P,15
sfp_2,4,P,16
sfp_2,4,P,29
sfp_2,4,Q,1
sfp_2,4,Q,3
sfp_2,4,Q,5
sfp_2,4,Q,6
sfp_2,4,Q,7
sfp_2,4,Q,14
sfp_2,4,Q,18
sfp_2,4,Q,19
sfp_2,4,Q,21
sfp_2,4,Q,29
sfp_2,4,Q,30
sfp_2,4,R,2
sfp_2,4,R,5
sfp_2,4,R,14
sfp_2,4,R,16
sfp_2,4,R,17
sfp_2,4,R,25
sfp_2,4,R,27
sfp_2,4,R,29
sfp_2,4,R,30
sfp_2,4,S,2
sfp_2,4,S,3
sfp_2,4,S,5
sfp_2,4,S,8
sfp_2,4,S,12
sfp_2,4,S,13
sfp_2,4,S,19
sfp_2,4,S,20
sfp_2,4,S,23
sfp_2,4,S,26
sfp_2,4,S,27
sfp_2,4,T,3
sfp_2,4,T,4
sfp_2,4,T,7
sfp_2,4,T,9
sfp_2,4,T,14
sfp_2,4,T,30
AcpS_2,4,A,5
AcpS_2,4,A,23
AcpS_2,4,A,27
AcpS_2,4,A,28
AcpS_2,4,A,29
AcpS_2,4,B,2
AcpS_2,4,B,5
AcpS_2,4,B,6
AcpS_2,4,B,8
AcpS_2,4,B,19
AcpS_2,4,B,24
AcpS_2,4,B,26
AcpS_2,4,B,27
AcpS_2,4,B,29
AcpS_2,4,B,30
AcpS_2,4,C,1
AcpS_2,4,C,24
AcpS_2,4,C,29
AcpS_2,4,C,30
AcpS_2,4,D,1
AcpS_2,4,D,13
AcpS_2,4,D,18
AcpS_2,4,D,19
AcpS_2,4,D,24
AcpS_2,4,D,25
AcpS_2,4,D,26
AcpS_2,4,D,30
AcpS_2,4,E,2
AcpS_2,4,E,3
AcpS_2,4,E,17
AcpS_2,4,E,20
AcpS_2,4,E,21
AcpS_2,4,E,22
AcpS_2,4,E,23
AcpS_2,4,E,24
AcpS_2,4,E,27
AcpS_2,4,E,29
AcpS_2,4,F,14
AcpS_2,4,F,15
AcpS_2,4,F,21
AcpS_2,4,F,22
AcpS_2,4,F,24
AcpS_2,4,F,25
AcpS_2,4,F,27
AcpS_2,4,F,30
AcpS_2,4,G,21
AcpS_2,4,G,22
AcpS_2,4,G,23
AcpS_2,4,G,24
AcpS_2,4,G,25
AcpS_2,4,G,26
AcpS_2,4,H,14
AcpS_2,4,H,15
AcpS_2,4,H,16
AcpS_2,4,H,19
AcpS_2,4,H,23
AcpS_2,4,H,24
AcpS_2,4,H,26
AcpS_2,4,H,29
AcpS_2,4,I,2
AcpS_2,4,I,27
AcpS_2,4,I,28
AcpS_2,4,J,7
AcpS_2,4,J,23
AcpS_2,4,K,1
AcpS_2,4,K,2
AcpS_2,4,K,3
AcpS_2,4,K,9
AcpS_2,4,K,11
AcpS_2,4,K,14
AcpS_2,4,K,15
AcpS_2,4,K,25
AcpS_2,4,K,29
AcpS_2,4,K,30
AcpS_2,4,L,3
AcpS_2,4,L,17
AcpS_2,4,L,19
AcpS_2,4,L,20
AcpS_2,4,L,21
AcpS_2,4,L,23
AcpS_2,4,L,27
AcpS_2,4,L,29
AcpS_2,4,M,5
AcpS_2,4,M,7
AcpS_2,4,M,24
AcpS_2,4,M,25
AcpS_2,4,M,26
AcpS_2,4,N,6
AcpS_2,4,N,13
AcpS_2,4,N,17
AcpS_2,4,N,23
AcpS_2,4,N,24
AcpS_2,4,N,30
AcpS_2,4,O,8
AcpS_2,4,O,17
AcpS_2,4,O,18
AcpS_2,4,O,20
AcpS_2,4,O,22
AcpS_2,4,O,23
AcpS_2,4,O,30
AcpS_2,4,P,1
AcpS_2,4,P,3
AcpS_2,4,P,4
AcpS_2,4,P,5
AcpS_2,4,P,8
AcpS_2,4,P,9
AcpS_2,4,P,10
AcpS_2,4,P,12
AcpS_2,4,P,15
AcpS_2,4,P,18
AcpS_2,4,P,22
AcpS_2,4,P,25
AcpS_2,4,P,26
AcpS_2,4,P,29
AcpS_2,4,P,30
AcpS_2,4,Q,7
AcpS_2,4,Q,18
AcpS_2,4,Q,19
AcpS_2,4,Q,26
AcpS_2,4,Q,29
AcpS_2,4,R,1
AcpS_2,4,R,27
AcpS_2,4,R,29
AcpS_2,4,R,30
AcpS_2,4,S,2
AcpS_2,4,S,3
AcpS_2,4,S,5
AcpS_2,4,S,8
AcpS_2,4,S,17
AcpS_2,4,S,19
AcpS_2,4,S,20
AcpS_2,4,S,24
AcpS_2,4,T,7
AcpS_2,4,T,9
AcpS_2,4,T,22
AcpS_2,4,T,23
sfp_1,5,B,14
sfp_1,5,B,29
sfp_1,5,C,1
sfp_1,5,C,5
sfp_1,5,C,25
sfp_1,5,C,29
sfp_1,5,E,1
sfp_1,5,E,2
sfp_1,5,E,15
sfp_1,5,E,20
sfp_1,5,F,2
sfp_1,5,F,7
sfp_1,5,F,25
sfp_1,5,H,7
sfp_1,5,H,13
sfp_1,5,H,18
sfp_1,5,H,24
sfp_1,5,I,7
sfp_1,5,J,5
sfp_1,5,J,26
sfp_1,5,J,30
sfp_1,5,K,2
sfp_1,5,K,4
sfp_1,5,K,16
sfp_1,5,K,20
sfp_1,5,K,23
sfp_1,5,K,25
sfp_1,5,K,27
sfp_1,5,K,28
sfp_1,5,K,29
sfp_1,5,K,30
sfp_1,5,L,1
sfp_1,5,L,2
sfp_1,5,L,3
sfp_1,5,L,8
sfp_1,5,L,14
sfp_1,5,L,16
sfp_1,5,L,17
sfp_1,5,L,18
sfp_1,5,L,19
sfp_1,5,L,20
sfp_1,5,L,22
sfp_1,5,L,30
sfp_1,5,M,4
sfp_1,5,M,6
sfp_1,5,M,9
sfp_1,5,M,14
sfp_1,5,M,15
sfp_1,5,M,20
sfp_1,5,M,21
sfp_1,5,M,22
sfp_1,5,M,26
sfp_1,5,M,28
sfp_1,5,M,29
sfp_1,5,M,30
sfp_1,5,N,4
sfp_1,5,N,6
sfp_1,5,N,9
sfp_1,5,N,11
sfp_1,5,N,22
sfp_1,5,N,26
sfp_1,5,N,30
sfp_1,5,O,3
sfp_1,5,O,4
sfp_1,5,O,15
sfp_1,5,O,17
sfp_1,5,O,19
sfp_1,5,O,21
sfp_1,5,O,23
sfp_1,5,O,27
sfp_1,5,O,28
sfp_1,5,O,29
sfp_1,5,O,30
sfp_1,5,P,1
sfp_1,5,P,15
sfp_1,5,P,16
sfp_1,5,P,21
sfp_1,5,P,24
sfp_1,5,P,26
sfp_1,5,P,28
sfp_1,5,P,29
sfp_1,5,P,30
sfp_1,5,Q,1
sfp_1,5,Q,2
sfp_1,5,Q,13
sfp_1,5,Q,17
sfp_1,5,Q,18
sfp_1,5,R,9
sfp_1,5,R,11
sfp_1,5,R,17
sfp_1,5,R,18
sfp_1,5,R,28
sfp_1,5,R,30
sfp_1,5,S,1
sfp_1,5,S,3
sfp_1,5,S,11
sfp_1,5,S,14
sfp_1,5,S,15
sfp_1,5,S,16
sfp_1,5,S,18
sfp_1,5,S,21
sfp_1,5,S,23
sfp_1,5,S,25
sfp_1,5,S,30
sfp_1,5,T,1
sfp_1,5,T,2
sfp_1,5,T,3
sfp_1,5,T,4
sfp_1,5,T,5
sfp_1,5,T,6
sfp_1,5,T,7
sfp_1,5,T,8
sfp_1,5,T,10
sfp_1,5,T,11
sfp_1,5,T,12
sfp_1,5,T,13
sfp_1,5,T,14
sfp_1,5,T,17
sfp_1,5,T,25
sfp_1,5,T,26
sfp_1,5,T,27
sfp_1,5,T,29
AcpS_1,5,B,3
AcpS_1,5,C,1
AcpS_1,5,C,25
AcpS_1,5,C,29
AcpS_1,5,D,10
AcpS_1,5,E,5
AcpS_1,5,E,7
AcpS_1,5,E,12
AcpS_1,5,E,14
AcpS_1,5,E,20
AcpS_1,5,F,7
AcpS_1,5,F,12
AcpS_1,5,F,25
AcpS_1,5,H,11
AcpS_1,5,H,18
AcpS_1,5,H,19
AcpS_1,5,H,24
AcpS_1,5,I,7
AcpS_1,5,J,26
AcpS_1,5,J,30
AcpS_1,5,K,3
AcpS_1,5,K,4
AcpS_1,5,K,16
AcpS_1,5,K,20
AcpS_1,5,K,21
AcpS_1,5,K,22
AcpS_1,5,K,23
AcpS_1,5,K,24
AcpS_1,5,K,25
AcpS_1,5,K,26
AcpS_1,5,K,27
AcpS_1,5,L,1
AcpS_1,5,L,2
AcpS_1,5,L,3
AcpS_1,5,L,5
AcpS_1,5,L,12
AcpS_1,5,L,16
AcpS_1,5,L,17
AcpS_1,5,L,20
AcpS_1,5,L,30
AcpS_1,5,M,6
AcpS_1,5,M,9
AcpS_1,5,M,11
AcpS_1,5,M,18
AcpS_1,5,M,20
AcpS_1,5,M,22
AcpS_1,5,M,28
AcpS_1,5,M,29
AcpS_1,5,M,30
AcpS_1,5,N,17
AcpS_1,5,N,26
AcpS_1,5,O,3
AcpS_1,5,O,8
AcpS_1,5,O,13
AcpS_1,5,O,15
AcpS_1,5,O,17
AcpS_1,5,O,23
AcpS_1,5,O,27
AcpS_1,5,O,28
AcpS_1,5,O,29
AcpS_1,5,O,30
AcpS_1,5,P,5
AcpS_1,5,P,6
AcpS_1,5,P,12
AcpS_1,5,P,16
AcpS_1,5,P,21
AcpS_1,5,P,24
AcpS_1,5,P,26
AcpS_1,5,P,28
AcpS_1,5,P,29
AcpS_1,5,P,30
AcpS_1,5,Q,8
AcpS_1,5,Q,13
AcpS_1,5,Q,17
AcpS_1,5,Q,18
AcpS_1,5,R,6
AcpS_1,5,R,7
AcpS_1,5,R,9
AcpS_1,5,R,11
AcpS_1,5,R,17
AcpS_1,5,R,30
AcpS_1,5,S,1
AcpS_1,5,S,3
AcpS_1,5,S,11
AcpS_1,5,S,14
AcpS_1,5,S,18
AcpS_1,5,S,21
AcpS_1,5,S,23
AcpS_1,5,S,30
AcpS_1,5,T,1
AcpS_1,5,T,2
AcpS_1,5,T,4
AcpS_1,5,T,5
AcpS_1,5,T,8
AcpS_1,5,T,10
AcpS_1,5,T,12
AcpS_1,5,T,29
sfp_2,5,B,6
sfp_2,5,B,9
sfp_2,5,B,10
sfp_2,5,B,14
sfp_2,5,B,17
sfp_2,5,B,29
sfp_2,5,C,1
sfp_2,5,C,2
sfp_2,5,C,5
sfp_2,5,C,19
sfp_2,5,C,25
sfp_2,5,C,27
sfp_2,5,C,29
sfp_2,5,D,10
sfp_2,5,D,11
sfp_2,5,E,1
sfp_2,5,E,2
sfp_2,5,E,10
sfp_2,5,E,14
sfp_2,5,E,15
sfp_2,5,E,20
sfp_2,5,F,2
sfp_2,5,F,7
sfp_2,5,F,21
sfp_2,5,F,25
sfp_2,5,F,26
sfp_2,5,G,1
sfp_2,5,G,2
sfp_2,5,G,6
sfp_2,5,H,7
sfp_2,5,H,18
sfp_2,5,H,24
sfp_2,5,I,7
sfp_2,5,J,5
sfp_2,5,J,15
sfp_2,5,J,19
sfp_2,5,J,26
sfp_2,5,J,30
sfp_2,5,K,2
sfp_2,5,K,4
sfp_2,5,K,16
sfp_2,5,K,17
sfp_2,5,K,20
sfp_2,5,K,21
sfp_2,5,K,23
sfp_2,5,K,24
sfp_2,5,K,25
sfp_2,5,K,26
sfp_2,5,K,27
sfp_2,5,K,28
sfp_2,5,K,29
sfp_2,5,K,30
sfp_2,5,L,1
sfp_2,5,L,2
sfp_2,5,L,3
sfp_2,5,L,4
sfp_2,5,L,5
sfp_2,5,L,8
sfp_2,5,L,9
sfp_2,5,L,10
sfp_2,5,L,11
sfp_2,5,L,12
sfp_2,5,L,14
sfp_2,5,L,16
sfp_2,5,L,17
sfp_2,5,L,19
sfp_2,5,L,20
sfp_2,5,L,30
sfp_2,5,M,1
sfp_2,5,M,3
sfp_2,5,M,4
sfp_2,5,M,6
sfp_2,5,M,11
sfp_2,5,M,14
sfp_2,5,M,15
sfp_2,5,M,18
sfp_2,5,M,20
sfp_2,5,M,21
sfp_2,5,M,22
sfp_2,5,M,25
sfp_2,5,M,26
sfp_2,5,M,27
sfp_2,5,M,28
sfp_2,5,M,29
sfp_2,5,M,30
sfp_2,5,N,1
sfp_2,5,N,2
sfp_2,5,N,3
sfp_2,5,N,4
sfp_2,5,N,6
sfp_2,5,N,7
sfp_2,5,N,9
sfp_2,5,N,10
sfp_2,5,N,11
sfp_2,5,N,28
sfp_2,5,N,29
sfp_2,5,N,30
sfp_2,5,O,3
sfp_2,5,O,11
sfp_2,5,O,13
sfp_2,5,O,17
sfp_2,5,O,18
sfp_2,5,O,19
sfp_2,5,O,20
sfp_2,5,O,21
sfp_2,5,O,23
sfp_2,5,O,26
sfp_2,5,O,27
sfp_2,5,O,28
sfp_2,5,O,29
sfp_2,5,O,30
sfp_2,5,P,4
sfp_2,5,P,5
sfp_2,5,P,6
sfp_2,5,P,11
sfp_2,5,P,12
sfp_2,5,P,14
sfp_2,5,P,15
sfp_2,5,P,16
sfp_2,5,P,24
sfp_2,5,P,28
sfp_2,5,P,29
sfp_2,5,P,30
sfp_2,5,Q,2
sfp_2,5,Q,4
sfp_2,5,Q,7
sfp_2,5,Q,8
sfp_2,5,Q,9
sfp_2,5,Q,14
sfp_2,5,Q,15
sfp_2,5,Q,16
sfp_2,5,Q,17
sfp_2,5,Q,18
sfp_2,5,Q,19
sfp_2,5,Q,21
sfp_2,5,Q,22
sfp_2,5,Q,23
sfp_2,5,Q,25
sfp_2,5,R,3
sfp_2,5,R,4
sfp_2,5,R,6
sfp_2,5,R,7
sfp_2,5,R,9
sfp_2,5,R,11
sfp_2,5,R,12
sfp_2,5,R,14
sfp_2,5,R,16
sfp_2,5,R,17
sfp_2,5,R,21
sfp_2,5,R,23
sfp_2,5,R,28
sfp_2,5,R,30
sfp_2,5,S,1
sfp_2,5,S,3
sfp_2,5,S,5
sfp_2,5,S,7
sfp_2,5,S,8
sfp_2,5,S,10
sfp_2,5,S,11
sfp_2,5,S,13
sfp_2,5,S,15
sfp_2,5,S,16
sfp_2,5,S,18
sfp_2,5,S,20
sfp_2,5,S,21
sfp_2,5,S,23
sfp_2,5,S,25
sfp_2,5,S,30
sfp_2,5,T,1
sfp_2,5,T,2
sfp_2,5,T,3
sfp_2,5,T,4
sfp_2,5,T,5
sfp_2,5,T,6
sfp_2,5,T,7
sfp_2,5,T,8
sfp_2,5,T,10
sfp_2,5,T,11
sfp_2,5,T,12
sfp_2,5,T,13
sfp_2,5,T,14
sfp_2,5,T,17
sfp_2,5,T,19
sfp_2,5,T,29
AcpS_2,5,B,6
AcpS_2,5,B,7
AcpS_2,5,B,9
AcpS_2,5,B,10
AcpS_2,5,B,13
AcpS_2,5,B,14
AcpS_2,5,B,26
AcpS_2,5,B,29
AcpS_2,5,C,1
AcpS_2,5,C,2
AcpS_2,5,C,17
AcpS_2,5,C,19
AcpS_2,5,C,25
AcpS_2,5,C,27
AcpS_2,5,C,29
AcpS_2,5,C,30
AcpS_2,5,D,10
AcpS_2,5,D,30
AcpS_2,5,E,1
AcpS_2,5,E,2
AcpS_2,5,E,5
AcpS_2,5,E,7
AcpS_2,5,E,8
AcpS_2,5,E,12
AcpS_2,5,E,14
AcpS_2,5,E,15
AcpS_2,5,E,20
AcpS_2,5,E,28
AcpS_2,5,F,2
AcpS_2,5,F,7
AcpS_2,5,F,12
AcpS_2,5,F,15
AcpS_2,5,F,16
AcpS_2,5,F,25
AcpS_2,5,F,29
AcpS_2,5,G,2
AcpS_2,5,G,8
AcpS_2,5,G,9
AcpS_2,5,G,13
AcpS_2,5,G,14
AcpS_2,5,H,11
AcpS_2,5,H,18
AcpS_2,5,H,19
AcpS_2,5,H,24
AcpS_2,5,I,5
AcpS_2,5,I,7
AcpS_2,5,I,25
AcpS_2,5,I,26
AcpS_2,5,I,27
AcpS_2,5,I,28
AcpS_2,5,J,2
AcpS_2,5,J,19
AcpS_2,5,J,21
AcpS_2,5,J,26
AcpS_2,5,J,30
AcpS_2,5,K,3
AcpS_2,5,K,20
AcpS_2,5,K,21
AcpS_2,5,K,23
AcpS_2,5,K,25
AcpS_2,5,K,26
AcpS_2,5,K,27
AcpS_2,5,K,28
AcpS_2,5,L,1
AcpS_2,5,L,2
AcpS_2,5,L,3
AcpS_2,5,L,4
AcpS_2,5,L,5
AcpS_2,5,L,12
AcpS_2,5,L,14
AcpS_2,5,L,16
AcpS_2,5,L,17
AcpS_2,5,L,19
AcpS_2,5,L,20
AcpS_2,5,L,21
AcpS_2,5,L,22
AcpS_2,5,M,2
AcpS_2,5,M,3
AcpS_2,5,M,4
AcpS_2,5,M,5
AcpS_2,5,M,9
AcpS_2,5,M,10
AcpS_2,5,M,11
AcpS_2,5,M,12
AcpS_2,5,M,14
AcpS_2,5,M,17
AcpS_2,5,M,18
AcpS_2,5,M,29
AcpS_2,5,M,30
AcpS_2,5,N,3
AcpS_2,5,N,4
AcpS_2,5,N,6
AcpS_2,5,N,7
AcpS_2,5,N,8
AcpS_2,5,N,9
AcpS_2,5,N,10
AcpS_2,5,N,11
AcpS_2,5,N,17
AcpS_2,5,N,22
AcpS_2,5,N,26
AcpS_2,5,N,28
AcpS_2,5,N,29
AcpS_2,5,N,30
AcpS_2,5,O,3
AcpS_2,5,O,5
AcpS_2,5,O,7
AcpS_2,5,O,10
AcpS_2,5,O,11
AcpS_2,5,O,13
AcpS_2,5,O,14
AcpS_2,5,O,15
AcpS_2,5,O,17
AcpS_2,5,O,19
AcpS_2,5,O,23
AcpS_2,5,O,27
AcpS_2,5,O,28
AcpS_2,5,O,29
AcpS_2,5,O,30
AcpS_2,5,P,3
AcpS_2,5,P,4
AcpS_2,5,P,5
AcpS_2,5,P,6
AcpS_2,5,P,12
AcpS_2,5,P,15
AcpS_2,5,P,16
AcpS_2,5,P,20
AcpS_2,5,P,21
AcpS_2,5,P,22
AcpS_2,5,P,24
AcpS_2,5,P,25
AcpS_2,5,P,26
AcpS_2,5,P,28
AcpS_2,5,P,29
AcpS_2,5,P,30
AcpS_2,5,Q,1
AcpS_2,5,Q,2
AcpS_2,5,Q,4
AcpS_2,5,Q,5
AcpS_2,5,Q,6
AcpS_2,5,Q,7
AcpS_2,5,Q,8
AcpS_2,5,Q,19
AcpS_2,5,Q,21
AcpS_2,5,Q,23
AcpS_2,5,Q,25
AcpS_2,5,Q,26
AcpS_2,5,Q,28
AcpS_2,5,Q,30
AcpS_2,5,R,3
AcpS_2,5,R,4
AcpS_2,5,R,5
AcpS_2,5,R,6
AcpS_2,5,R,7
AcpS_2,5,R,9
AcpS_2,5,R,11
AcpS_2,5,R,16
AcpS_2,5,R,17
AcpS_2,5,R,18
AcpS_2,5,R,26
AcpS_2,5,R,28
AcpS_2,5,R,30
AcpS_2,5,S,1
AcpS_2,5,S,3
AcpS_2,5,S,4
AcpS_2,5,S,7
AcpS_2,5,S,11
AcpS_2,5,S,16
AcpS_2,5,S,18
AcpS_2,5,S,20
AcpS_2,5,S,21
AcpS_2,5,S,23
AcpS_2,5,S,25
AcpS_2,5,S,28
AcpS_2,5,S,30
AcpS_2,5,T,1
AcpS_2,5,T,2
AcpS_2,5,T,3
AcpS_2,5,T,4
AcpS_2,5,T,5
AcpS_2,5,T,6
AcpS_2,5,T,7
AcpS_2,5,T,8
AcpS_2,5,T,10
AcpS_2,5,T,11
AcpS_2,5,T,12
AcpS_2,5,T,13
AcpS_2,5,T,14
AcpS_2,5,T,17
AcpS_2,5,T,21
AcpS_2,5,T,22
AcpS_2,5,T,23
AcpS_2,5,T,27
AcpS_2,5,T,29
AcpS_2,5,T,30
