"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100"
"result.197",0.496547238434961,0.0738559687346494,0.0133506192695066,0.00349350058382432,0.0215793586631041,0.0243966998706048,0.167272437009441,0.15938563733508,0.251424711905235,0.0578484357489803,0.165192168111002,0.0297564843185054,0.0240802180987883,0.344726107203292,0.0810525767344123,0.0650225618528004,0.021491318642686,0.0119064788564437,0.0765821298750371,0.149463034906703,0.15533995633608,0.401689296223878,0.209372014489798,0.0310340819314585,0.247854500179139,0.0128407772454039,0.021433206283055,0.0587653022954882,0.146924117490802,0.299676144853648,0.0439461373682568,0.060697735997115,0.41190395324802,0.0602232718093653,0.0959491501144671,0.770827493295042,0.3083576999579,0.189415844107766,0.0349370831334647,0.218145077483791,0.0967184864230742,0.0394703201047742,0.0330074392813982,0.141136477565517,0.011845378753892,0.637353479321476,0.0034129217415264,0.0137807310426421,0.0296273935322353,0.0361042725655359,0.0620906586176327,0.0404250857796337,0.00672910627539963,0.119268746002742,0.0126748748438385,0.146714733358238,0.0132226526589242,0.00105994771351613,0.0155190221897819,0.0987662738040636,0.0422756271038516,0.0278846961497467,0.143028995044179,0.011704649612195,0.30746076393967,0.11426440845971,0.0212371109925613,0.0214297385464514,0.299993029692209,0.0158025962065575,0.0707445751829716,0.0662274497834884,0.022201466596573,0.251363490000182,0.339832149886883,0.0545820584623751,0.114151450028656,0.204961968161663,0.101132492215277,0.0939079679508385,0.0426192832865028,0.0466631825340366,0.00200939306173598,0.15603563164863,0.0213146933055389,0.16993339953225,0.188094914085804,0.238855821208434,0.11927262069919,0.144070141898688,0.0105738870064962,0.00936224261417064,0.186369080487114,0.844768099529492,0.0217900799860296,0.442153205559993,0.023897838302813,0.0431616372568648,0.0609570974547009,0.0414584149187031
"result.198",4.04986535153824e-18,0,0.000538758186310334,3.31084267774954e-05,0,0.00389466791717616,0.0050934532714516,0.00137371665205868,0,0,0,0,0,0.00301703925339104,0,0,5.22662465312599e-06,0,0.00118337774154264,0,4.44777277174425e-07,1.51831578802615e-05,0,0,1.35011541788846e-05,8.69117549088237e-07,0,0,0,0.00726725303816061,9.96810209716819e-07,0,0,0.0877071063158875,0.000357953554173439,0.00107330828117051,3.59974188940933e-05,0,0,0,0,0,0,0,0,0.000202390317412487,4.7988397485633e-08,0,0.0191438210491996,0.435197421521069,0,0,0,4.33897486308803e-10,0,0,0.00186556972162049,0,9.44300520923552e-11,0,0,0,0,0,0,7.18920799945999e-05,3.57523703876026e-06,3.90754447176422e-05,0,0,0.000569705318414949,0.00468554004694973,0,0.000466221767530141,0,0,0.00871775154154599,0,2.67318381473683e-05,0.00232939710557908,0,1.8129952950274e-11,0,0,0,7.68864616979153e-06,0.000631623755308387,2.88105653222947e-05,0.000330829113820937,5.2760544421775e-06,0,0,0.000190125754887647,0.00465678718194905,3.37194301398432e-06,0,0,0,0,0
"result.199",0.000397158113145829,2.265046434075e-07,0,0,5.89398526436149e-10,1.90665063715656e-05,4.52452620993736e-05,0.000244957487897478,0,0,0.000495195015810629,1.15225935813816e-07,4.73055035890851e-06,2.18760333788552e-08,7.381490449514e-08,0,0,0,0,5.1669306188142e-06,8.56480242648344e-06,0,0.000382207315892443,0,0,3.479011340304e-05,4.66527413740053e-07,0,1.0831055788148e-10,0,9.78776046617698e-06,1.53797738813107e-07,2.58924009871997e-06,0,0.00045606427050089,1.33606031014641e-06,0,0,0,6.44339816595375e-08,0,0.000862269250718337,0,0,0,0,9.07093941741534e-06,2.22687025389874e-06,6.78322703280847e-05,0.000266177203726933,0,0,9.71972352270555e-06,9.15539789200855e-05,0,0,0,0,0,0,0,3.33194867322346e-07,0,0,0,0,0,0,0,0,1.20163279307544e-06,0,0,0.00014850310025523,0,0,0,0,0,0,0,0,1.78837777208202e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00020400998353979,0,0.00166182942188953
"result.200",0.0160607159141153,0.02818642009332,0.091285885613224,0.0139105919209671,0.0134311609398353,0.00262166716426936,0.00599499074911705,0.0378761242222759,0.015689354848773,0.00880037857331236,0.000948322473396936,8.4348531481597e-05,0.000605844705521381,0.00553956936140065,0.0451261419764796,0.00501582722227006,0.00263707385350436,0.55682809564901,0.0433989725373432,0.129787436599944,0.0579046172234896,0.312846470844587,0.000623137962348417,0.00780989905582448,0.00235770115844473,0.166853466046066,0.03428860118252,0.171692058858727,0.0121808532266428,0.0295514242974507,0.0255678692260691,0.198613326773926,0.0526517344198577,0.0701247299385412,0.0143902653111525,0.000909043608682541,0.00696354349685002,0.0949423198310241,0.201016187294445,0.15471670778066,0.044879002513883,0.103331489137001,0.00987630799527504,0.0573507207008657,0.206879768050079,0.0467493577490548,0.0922129321412648,0.00370346951015335,0.0163726525386647,0.000699221043314382,0.0348444997654816,0.203839862558608,0.00384153572843318,0.0164342620731474,0.0024678463837492,0.0620530372250986,0.00151761936453926,0.0152301790238761,0.0918763902398719,0.0197158242628929,0.00540315631163103,0.00827385945518722,0.012110372845773,0.0139387717707334,0.0199039383576057,0.0135086565938463,0.0921327362984659,0.0743394917051831,0.00499067572870545,0.0498519437874022,0.0194912964742816,0.193531825444569,0.00472651807513677,0.015093171785683,0.0730306530921329,0.091269610418899,0.00656558001197019,0.153995458219472,0.0578345167694119,0.0808778131079731,0.00833253238758255,0.00577709322869345,0.051990280376196,0.00296782997354627,0.0346558687260721,0.00650117062230346,0.0132668275423358,0.065654096154822,0.0340971623657917,0.00355500476732153,0.0363135999159038,7.70122588504742e-05,0.0360566936112753,0.00490083636020498,0.0877056760555138,0.00230702156302287,0.0402409027859633,0.110418640340188,0.000759702782244539,0.157906332047411
"result.201",0.986182453330516,0.978359988841426,0.963584676688161,0.584381741095521,0.983654847193682,0.979473921942244,0.988740374665995,0.998247810782455,0.994665205630724,0.991223395643713,0.930634445884959,0.990061781826704,0.971250914249052,0.996803473226169,0.974595242555339,0.997394857270768,0.995605209022715,0.994785422305477,0.976520840649701,0.984885853728411,0.996092248620149,0.958420346600935,0.983831316022792,0.892515200595952,0.982981105348304,0.907114559411811,0.994080191552668,0.995991585988874,0.958770113557519,0.967562952038427,0.972509802219856,0.977876750703644,0.953829261474438,0.989732208537547,0.875635992100064,0.991027626762579,0.989247466168536,0.987097669607158,0.993165698145866,0.996322708441909,0.993276231671166,0.984641128853018,0.996618304187932,0.997844758085042,0.908973117626724,0.899137782461153,0.978781152036427,0.952881615877646,0.982745617571405,0.878882219955269,0.979420128001926,0.998253388762923,0.964486892015266,0.953654876993701,0.953765398311715,0.996399847258249,0.848405041191956,0.888562785750441,0.993342925151065,0.829837422409835,0.984745276976516,0.983687273344962,0.973417967463771,0.992945805228512,0.77974452109683,0.955532977328102,0.995817635212888,0.98357004402956,0.986236467060335,0.832755524242955,0.83673502361846,0.990129441860822,0.983421568873982,0.997713890231787,0.926115654619773,0.629391039523688,0.973103069363912,0.891575949969857,0.985032181432038,0.995817663196611,0.980649118044763,0.996823753209415,0.969190935104885,0.977854869553726,0.915564416980725,0.986921454746844,0.999305350294614,0.960611982712509,0.949371232734803,0.975382463138945,0.859102727117198,0.999458014334909,0.997860571892634,0.897923902455617,0.838620583312519,0.967353552659065,0.998087626742396,0.927194773045608,0.985821645542778,0.904448822484856
"result.202",0.000326531505804091,0,1.07670987098204e-05,0,0.00514756800859826,0,0.00392635619633578,0.000147952863589802,0.00304875187891271,0,0,0.128392284686393,0,0,0.000264073548356141,0,0,0.0062193282371322,0,0,1.55499272564326e-06,0,0.0493569132627319,0,0,0.00292111416409864,0,0,0,8.1411584831307e-05,0,0.000498880530145799,5.72841798683752e-08,0.00120597115624595,0.0122811336310902,8.41752854412297e-05,0,0.0126222381113278,0.0063086552808553,7.9359744645358e-06,0,0,2.93456621367309e-05,0.0149564182865315,0,8.57681894934301e-06,0,0,0.00197116624669535,0,4.60987170493859e-07,0,0,0,0,0,1.02297685336353e-06,0.00117583750190126,0,0.0158739847270618,0.00175290079912847,0.00139177895611047,0.0274043535049135,0,0.0289194818158919,0,0,0,0.022805533838821,0,0,0.0123528674728089,0,0.00565724841974612,6.71347147117797e-06,0,0.290910488632227,0.00100624422561906,0.00965199802776514,0.0017089264220033,0.00714945529896131,0.0209541262845592,0,0,0,0.00638638013717743,0,0.00102451765606,0.00130709912721713,0.04712474925287,0.000162891281579189,0.0361180160724158,0,0.00732429104582867,0,0.000326926800066627,0.00496948263829772,0,0.00286202571535857,0.000609303495933861
"result.203",2.02288053406474e-07,5.09555346265638e-07,0,0,0,0,0,2.04999391192218e-10,0,0,0,2.25473370637026e-08,0,0,0,0,0,0,0,0,0,6.14358001819007e-08,4.52743392201829e-13,0,0,0,0,0,0,0,0,0,2.83777350742834e-11,0,6.47001137716327e-11,0,0,0,0,0,0,0,0,0,0,2.00564664539e-10,5.57954125194578e-08,0,0,9.63322251623029e-08,8.28267448347843e-06,0,7.58673125236323e-06,0,0,0,0,0,0,0,0,7.74668790809216e-13,9.80589688385209e-07,0.000338478705544613,1.49075194058245e-06,0,1.60338738704635e-07,0,0,1.11844229473666e-09,0,0,0,0,3.95650248023648e-09,3.55566747712857e-13,0,0,0,6.26863566107136e-09,0,5.31911837149861e-11,0,6.87634490374663e-10,0,1.29569134818458e-07,7.15116669860291e-08,0,0,0,0,0,0,1.09095284229841e-07,0,0,9.50856265962931e-07,2.14869239909666e-09,0,1.77585753730748e-08
"result.204",0.00611973571148626,0.0104411344449092,0.00919499128576403,0.013057235412793,0.179624155101713,0.00275486005022053,0.0894293957181657,0.0776374912560294,0.00231595167222103,0.00120787638826262,0.000947799845888322,0.00616083893233999,0.00833794299582747,0.00669975283998786,0.0365728703877523,0.00770491952322234,0.0914738262277045,0.0431958798522413,0.00296817799995336,0.00575242849937499,0.105601122621913,0.0750949934649947,0.086564979358913,0.000394526813664341,0.020257824914859,0.00572269255358432,0.000478423962557349,0.0311593568699825,0.0125605989079082,0.0804467989866104,0.0376396442243454,0.0531118369444489,0.0410164299883145,0.000327826134688088,0.107489862917526,0.0111153949915226,0.052522342431079,0.0266518632334763,0.0786982583658343,0.0158368661649083,0.0942647860584651,0.0214950657105828,0.0166204614848698,0.00798247308291127,0.0111987053996165,0.00347532964451156,0.0312583115333174,0.0366612119818569,0.103824499079178,0.00778507998908728,0.024724803611172,0.0843086544287454,0.120903295176057,0.003673194153583,0.085406151072224,0.0140665214347025,0.0273145920537487,0.00993175208433603,0.000172892005722593,0.0128886897103991,0.0141270817243707,0.00395669657641942,0.0141957135514002,0.0416708505784912,0.0122153651620581,0.0685545628120227,0.00363257720651444,0.00743634878604207,0.671612225341361,0.0922903354645463,0.365139951715167,0.00536632236825055,0.0244598020089708,0.000828665810033437,0.000565012295902174,0.0254484036399228,0.00530254899620427,0.15186401212659,0.0926587296484751,0.0157662402682464,0.0199006891474727,0.0442318044100221,0.00022402953946408,0.0841206249603003,0.000616955859721193,0.00553732799810773,0.136024114574097,0.00600768879772186,0.0815398361177631,0.00837769566832839,0.00869343074312849,0.0664869096384039,0.0049596122869906,0.0282424180639013,0.0501959445442049,0.0782719788017246,0.0152987725921028,0.00857359301096181,0.159553626283938,0.0141176396109803
"result.205",0,0,0,0,0,8.98971737951838e-10,0,0,0,0,5.10512386901415e-06,0,0,9.81099636183085e-08,5.82564906170236e-10,3.3335670151235e-09,0,0,4.88079442781347e-11,0,0,0,0,0,1.40120546180696e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07300845371072e-06,0,0,3.60533143166319e-08,0,0,0,1.99710369868658e-07,0,0,0,0,0,0,9.56998533120708e-08,0,0,0,0,0,0,0,0,0,0,0,3.60586491809388e-09,0,0,0,0,0,0,3.11940287426511e-11,0,0,8.33565669715582e-08,0,0,0,0,0,1.73075270632554e-07,0,0,9.8812601607153e-13,0,0,8.91738206771847e-05,1.95546507489232e-09,1.05294712138641e-08,1.18276408484916e-15,0,0,0,1.082691492779e-07,0,1.56661992379696e-07
"result.206",0,0.00038708028333066,3.85851633346743e-05,0,0.000183730448289556,0,0.000613314922212517,0,0,1.58483320980632e-05,0,0,0.00533466504200935,0.00175838239612867,1.98322286980263e-05,0,0.000275288222963135,0,0,0,0.000976272494917122,0,0.000250055319544017,0,0.00245123750509404,0.000958847791939864,0.0802444533640893,0,0.00046233618160134,0.00164116580319236,0,0.000118872384462878,0,0,0.000137551971876152,0,7.58313194097593e-05,0,0,0,5.41585683059678e-07,0,5.72351856724522e-07,0,0,0,0,0,0,0.00365286517590354,0,0,0,0,0,0,0,0,0,0.00217999435682072,0,3.04058469234511e-05,0,0,0.00253021624874511,0,0,0,0,0,0.00106326112563458,0,0,0,0,0.00290256230160216,0,0,0,0.00900295467508615,8.40533036457359e-05,1.06261888540727e-05,0,0,7.21110256768195e-06,0,0,0,0,0.0098766015652806,0,0.000137226070963399,0,0,0,0,0.000635369054176232,0,0,0
"result.207",0,0.00136899573074691,0,0,0,8.39838077500089e-05,1.19590269711649e-05,0.000224945283373609,6.659231156701e-08,1.66335097168733e-06,0.00148225982948301,0,0,0,0,2.21945523190973e-06,0,0,0,0,0,0,9.2592203271108e-07,6.55376608501588e-05,9.96083057372328e-06,0,0,0.00323635030900605,3.5908240526595e-05,0.00475017470156623,1.76424858089911e-05,0,0,0,0.0100905346719274,0,0,0.00309959415947603,0,0.00219631613485206,0,0,2.31980155639813e-06,3.14787263710931e-08,0.000199084405565839,0,0.000755517532804738,0,5.47578968704515e-05,1.18062849405943e-05,0,0,0.0299700247273115,0,4.02822907105233e-05,0,0,0.00139316803807251,0.0231525711567025,0,0,8.3176363233076e-07,0,0,0,0.000271364425772022,0.00173112272537312,0,0,0,0,0,0,0.00035969288574105,0,0,0,0,5.77848486936173e-05,1.40346836388408e-10,9.52230884122324e-07,0.0012102237452987,0,0.00482588888904221,0.000435032428150618,0.0102602865256521,0.00935778876072278,0.000218217547755849,0,0,1.70400988627459e-05,0.00181640095703217,0,0.0261060259345046,0,0,0.00269141860454006,0.00117110882543997,0.000589812703492322,0
"result.208",0,0,0,0,0,0,0,0,1.5464343364404e-11,0,4.4958172528082e-14,0,0,0,2.61258383809106e-09,9.00278667674724e-08,0,0,5.90949403625665e-12,0,0,8.33680634445644e-08,8.97079199776099e-10,2.96893690140117e-12,0,0,2.74455816056626e-10,0,0,0,0,0,1.45340404490421e-07,0,0,0,0,8.26585196471355e-06,0,0,2.30428389694961e-10,0,0,0,3.56290488225876e-08,0,0,0,0,0,0,0,3.84122122689464e-08,0,0,0,0,0,9.42360338766056e-08,0,0,3.35471572366631e-06,1.36112572226322e-10,0,3.57224990881986e-10,0,8.06764216864551e-08,0,0,0,0,0,0,6.21761084162853e-07,0,6.87067331914073e-09,0,0,0,0,0,1.83040401817098e-07,4.74298678959909e-09,0,0,0,0,0,1.01164648881026e-11,0,2.25477884731366e-08,0,0,1.28011510919328e-06,0,4.5008629563504e-09,0,0,6.5682126443961e-10,0
"result.209",5.49909001779993e-05,0,0.0137103443679961,0.000732670356722087,0,0,0,0.000516359792715351,0.0973888330606728,4.34411926847709e-05,0,0.00060309317222922,0.00106098163648243,0,0,0.0181929914852756,0.00957157259212811,0.0246450571699987,0.00846000869031602,0,1.56047695051218e-08,4.40165324557927e-05,0,9.50248677378161e-05,0,0,0,0,0.0024414964462295,8.47048873382467e-07,0.00105567649792062,0,0.00488217733351998,0,0.00141656005136013,7.37621232661011e-05,0.000801453503758335,2.86714545581235e-05,0.0118699714780633,0.0079570490952654,0,1.67345567715014e-06,0,0,0,0,0,0.000698331694098997,0.00523390268224592,0,0.00768572757449763,9.92382580932321e-05,0,0,0.000511582626204951,0,0,0.000511756319287679,0,0,0,0,0.000601312400322357,3.10508524816821e-05,0,0.000789314758610044,0.0193800833871112,0,0,0.00200614718147744,0.0053603117949494,0,0,1.01913413791463e-08,0.00233068548945005,0.00712158863817953,0,0,0,9.36297588611011e-05,1.673803728929e-06,0,0.00162872614828051,0.00736672197718472,0.00464015140969943,0,2.68666839182066e-05,0.000410989168994705,0.028978090484469,9.29418202729336e-05,0.000316185487914303,0,0.0214330053964063,0,5.18692809622898e-06,0.00020536311112288,0.00165644825698438,0.000187477099712842,0,0
"result.210",3.80997330001681e-10,0,0,0,0,2.82282898197103e-08,1.54459455438302e-09,1.70383197900789e-08,6.80472701340118e-11,0,0,0,0,0,1.49743129703631e-08,0,0,0,0,7.55646606743467e-13,2.36854918580183e-09,3.68815831313267e-08,0,0,0,4.17233895064211e-08,8.44989321277182e-08,0,3.2590364253905e-08,0,0,0,3.52084044353874e-11,0,0,0,1.05973043835982e-17,5.14800664304359e-06,3.32949333268627e-06,0,0,0,1.6871354945479e-08,0,0,7.09643232634768e-09,0,1.98332233528737e-09,7.2138634657334e-09,0,3.08969918120199e-08,0,0,0,0,2.17494609203795e-15,1.34867115008714e-06,4.19279992045692e-09,0,0,0,1.93087201854288e-10,1.39654618432768e-06,0,0,5.04181383862853e-07,0,0,0,0,2.27060059434584e-11,0,3.86243710649866e-07,0,1.06472689222336e-12,0,0,4.87616600600629e-08,0,0,0,0,4.13324661209863e-07,0,0,3.49034419949596e-10,0,5.92726642227962e-12,0,0,2.33135959769014e-07,6.97464533977579e-09,0,0,0,0,0,1.82152670357886e-07,3.4923613409598e-08,1.02042857991551e-11
"result.211",0.00037043312065357,0.00669569794690785,0,0,0,0,0,0,0,0,0.0761975841530942,0.00019263964724063,0,4.99353570849885e-06,0.0103072911013867,0.000649535038011605,0.00140002133216964,0,0.00537740289306707,0.00312700784997823,0,3.57639811917725e-05,0,0.000610650408533918,0.00591335565407001,0.000454528637043143,0,0.000444685908053132,0.00131419745425178,5.15791186458458e-05,0.00504156376243045,0,0,0,0,0.0104967868979494,0,0,0.00342074879329414,3.05806594535898e-05,0.000346562967591861,0,0.0164341369531022,0.0277055470738,0.00258747868394969,0,0,0,0.002425321817209,0.00250108876755935,0.00183662316972043,0.000251797199869435,0.00456376788529921,0,0.00166856317049728,0,0.00131974849811074,0,0.000122426360696424,0.0138592518665852,0,0.000151765566182656,0.00210925531298301,0.00479921255473332,0.0132992322766536,0,0,0,0,0.000324754473476807,0.00458277970132131,0.00457396256399835,0,0,0.00674111010992845,9.65382466549556e-05,9.04624212244166e-05,0.00688149524381857,0,0.000902870592949192,0.00288620619436233,1.34815423924233e-06,1.40356762316254e-05,0.00306020001530809,0,0.00742032972228711,0.0970673368428614,0.00138742811039187,0.00171792141581755,0.0345390032114238,0,0,0,0,4.61470669708156e-06,0.000103941604497992,7.22291372560376e-05,0,0.0218267126272899,0.0180922247749527
"result.212",0,0.000429760339757595,0.0203998379784975,0,0.0945686187841882,0.276327666589296,0,0.0553525687082239,0.00680780151492897,0.0737426039449235,0,0.0779292409841889,0.0394206501984175,0.308855340513195,0.251673779610414,0.00133410776835341,0,0,0.385381378994,0.0467004534431342,0,0.00646807099589524,0.107817830169413,0.668233913414564,0.0241025386843609,0,0,0.11475055966159,0.0358061967273291,0,0,0.0303287713466948,0,0.197306049892224,0.000816578526559318,0.0395603311808278,0,0,0.00801608737952392,0.0680664361943223,1.17839813025517e-06,0.00414673071628009,0.0234263938353185,0,0,0.00369767182133141,0.0263365246184117,0.0534908997874229,0.159657552145431,0.0178860778916802,0.00909959574993831,0.000253878096620363,0,0.0793439449968349,0.0953203543672866,0.00332919943772745,0.00402922355775782,0.000495711657741769,0,0,0.094204590274842,0,0,0,0.115557529509231,0.000248482745297762,0,0,0.133747427233008,0.00140584289185896,0.174859830378639,0.305447351614276,0,0,0.196409440820658,0.00582957024293903,0,0,0.0510461438294418,0.0635788682982581,0,0.00950673173176233,0,0,0.186376346326276,0.0171900243191709,0,0.221135348891324,0,0.0165897085313476,0.0225020710497982,0,0.133788117771211,0.467373512484993,0,0.00914936202397139,8.31392022097866e-07,0.0928707734232159,0.103744460320481,0.550453139597399
"result.213",4.06253121063854e-05,2.82164428756781e-07,0,9.64436245109598e-06,0,0.00203345337459983,0,0.000123427709923187,3.89876327747185e-05,0,0,6.17698108832447e-06,0,3.18735719018302e-05,1.7266758827048e-07,1.15268426599206e-07,0,2.53920458269199e-09,0,0,2.30978452356784e-12,4.23670380750295e-07,9.95772565568463e-09,4.90536669911579e-11,0.00070251480257742,6.35601226355457e-09,0,2.11603753826964e-06,0,0,0,6.75742012426217e-05,0,1.70989398423937e-09,2.50305478932068e-07,0,0,0,0,0,1.68771022242381e-13,0.000495412070955712,0,0.000201888159195714,0,0.000557119895282583,5.08434814677266e-09,1.50183310928551e-06,3.13833001534603e-06,0,6.12732794964839e-06,0,0,0.000256269687287797,0,2.43740074159337e-05,1.96062013689054e-05,0,0,0,0,0,0,0,5.50984040780006e-09,0,2.4153420256401e-11,0,0,0,0,0,0,0,0,7.69886897063236e-06,0,0,0,1.42726510332915e-11,0,1.5150117136318e-10,0.000108294011508765,0,0,0,5.25275340794165e-07,3.3449336732916e-05,0,0,0,0,1.0374744360548e-05,0,4.51978849221081e-06,8.54491107450994e-09,1.90365453609381e-06,0,0,7.70559143280154e-10
"result.214",0.000345241113345872,0.102832927825319,0.0038242370480839,0.00883325288904095,0.0171119358855825,0.00313672804969076,0,0,0,0.000581618945941275,0,0.14751841709481,0.0275396609449924,0.255595729791638,0,0.0456242010913775,0.000494497468707271,0.0612350484663481,0,0,0.00266868243904668,0.0421450079875003,0.201603676318404,0.000148628595873449,0.0077497010135459,0,0,0.274055910500081,0.0297557228986188,0.000427488892251195,0,0.0716948064815442,0,4.26321649547708e-05,0,2.07743590475532e-05,0.755737334812033,6.11838698803809e-05,0.105262086235775,0.0070165862022004,0.155976671555072,0.13628715786506,0,0.114239996982072,0.0127579196401707,0.00224299548631842,0.0472771887661683,0.00750122104539436,0.0180917798314225,0.0276543570866463,0,0.00548386834925194,0.00844972408508584,1.51354030288865e-06,0.0017516160372313,0.00246697726560266,3.38366898512056e-07,0,0.000353647818295443,0.0250572305932915,0.0016652101338648,0,0,0,0,0.00518682192687149,0.0800304295877794,0,0,0.176515122769679,0,0.878226985337946,0.000512736352021413,4.15121555998543e-05,0.0403475126536496,0.00060643436634805,0,0,0,0.00136718748411856,0.382892281901582,0.000331684207386072,0.000100215161251759,0.000607468090380402,0,0.541241522623243,0.00105429859372909,0,0.00180182210506847,0,9.05714081907966e-09,0.124262497529242,0.0219825648618424,0.024447175069834,0.00389671865456056,0.274568806398298,0,0.00518352325566719,0.0777124629894132,0
"result.215",2.89585437151874e-11,0,2.18676451931441e-06,0,0.000115160264626049,0,0,0,0,0.00159530327691232,0,0,0,0,3.33983983099803e-05,0,1.01756005552494e-05,4.18378716369094e-05,1.47478656435542e-10,0.00017206191101682,3.25547620807969e-05,0.000715624583679037,4.43513479705297e-05,0.00163898922914375,2.99319605059693e-05,7.60580427857496e-07,0,0,1.87731684601958e-05,0,0,0,0,0.000168036954320786,0,0,0,1.14496808851811e-05,7.25919029221827e-06,0.000458945546935469,0,1.260057811612e-06,0,3.60774106943796e-05,5.99697835808105e-07,0.000133703439354999,0.000358923642492825,0,0,0,0,0,0.000171175418813484,2.49257683047583e-07,0,3.3896324710543e-05,0.000572567389816837,7.07810913138575e-05,0,0,1.02548338851348e-07,0,2.39929023880691e-06,2.17321553637128e-07,0.000229243753335686,0,1.37503916455741e-07,0.00125993970337999,0,3.22570450540489e-09,0.000114500920685277,2.21564431349887e-06,0,0,4.26613990810424e-06,0,0,5.1711527764507e-05,3.49779953227804e-06,0,0,4.25367619002218e-07,0,5.08727670965344e-06,0.0010396687154023,0,7.75394570884418e-05,0,0.00020956706705337,0,0.000151912187011567,6.3531914054682e-07,5.17371666960546e-08,0,0,0,0,0,0,9.6712827701164e-06
"result.216",0.00261822752310818,0,0,0,0.00404365685873091,0.0141479738038601,0,0,0,0,0,0.000405944642905373,0.00575638582938116,0.00246406234718778,0,0,0.00036676690742657,0,0.00262172960422711,0,0.133717331273851,0,5.17713929433614e-05,0,0,0.000550920431776762,0,4.84446852881793e-05,0,1.94127969979864e-05,0,0,0.000547330719378365,0.00123458240021987,0,0,0,0,0.000271390710092076,0.0334135942559423,0.000581587519865894,0,0.0172998533557127,0.00278745992892192,0.0157874477661424,0,0.00287516588946036,0.000648804479667991,0.0791965218103034,0.0204164417595837,0.426901834266613,0,0,0,0,0.117048904732561,0,0.000100391897421201,0,0,0.0155665640182881,1.22078762509595e-08,0,0,0,0,0,0,1.38915378350991e-06,4.71182567103837e-05,0,0,0.000954308226502813,0,0.00922944899351979,0.000830154117761308,0.0943451798553165,0,0,0,0.00355090968215789,0,0.000294008745479055,0.000257951494600938,0,0,0,0,5.50797852585711e-06,0,0,0,0,0,3.88201192601097e-06,0.0063252299873846,0,0.0121991323935672,0,0.0016195587428111
"result.217",2.77963613858717e-05,0,0,1.85346191846371e-09,0,0,9.96706356413078e-12,1.66215370513363e-05,6.95450999610265e-09,0.00011239573105696,6.67845804714938e-05,1.35769548215027e-06,1.22072395963902e-07,0,0,1.46807370753456e-05,0,3.58948839318433e-05,8.41807328449687e-06,0,0,2.65378586360929e-07,0.000525336135413481,1.68531846707803e-07,2.54097729712288e-07,1.10051047798538e-05,5.80168442734342e-09,1.89893927325584e-05,0,0,0,0,0,4.01017558696396e-07,0,0,0,0,0.00760014758445071,1.9363109209773e-05,3.87692934098964e-08,0,0,1.02992957768863e-06,5.99622027191103e-07,1.01325331926071e-06,3.54937245758251e-07,0,4.4128525915704e-10,0,0,2.20793622789592e-06,3.05163531116298e-05,0,8.6870659230306e-09,8.75250241443368e-06,0,0,4.860045870855e-06,1.49057247748965e-08,0,1.06020144060633e-08,0,1.13635533156058e-06,0,0,2.8680038978468e-06,0,6.69515708984544e-08,5.73669169620398e-06,0.00215028631016554,0,4.68993287157104e-05,2.56709231594902e-07,0,0,7.63238233311131e-05,1.77479123529702e-05,9.3856058074203e-06,2.3310190891853e-07,2.76733824286912e-09,0.000427761245593532,0,0,2.64997348892597e-12,3.62705537686706e-07,4.13777720299075e-06,8.27415369132297e-06,0,0,0,0,0,0,0,2.4209430715882e-06,0,0.000300432806833795,0,1.53031661650127e-05
